index,compound_name,scaffold_orig_id,compound_date,scaffold_smarts,smiles,scaffold_count,scaffold_first_date,scaffold_smarts_from_scaff_data
110,GAB-REV-70cc3ca5-8,66,2020-05-14 17:10:26,CC(CCC(C)(C)C1CCCC2CCCCC21)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-05-14 17:10:26,CC(CCC(C)(C)C1CCCC2CCCCC21)CC1CCCCC1
111,BEN-DND-93268d01-13,22,2020-06-30 16:46:49,CC(CCC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,4,2020-06-30 16:46:49,CC(CCC1CCCCC1)CC1CCCCC1
112,EDJ-MED-6af13d92-1,6,2020-08-04 15:07:24,CC1CC2CCCCC2C(C(C)CCCCC2CCCCC2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,8,2020-05-08 11:06:29,CC1CC2CCCCC2C(C(C)CCCCC2CCCCC2)C1
113,JAN-GHE-83b26c96-21,90,2020-06-30 21:11:36,CC(C)(CC1CCCCC1)C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-06-30 21:11:36,CC(C)(CC1CCCCC1)C1CCCCC1
114,AAR-POS-d2a4d1df-20,49,2020-03-05 13:28:50,CC(CC1CCC2CCCCC21)C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,2,2020-03-05 13:28:50,CC(CC1CCC2CCCCC21)C1CCCCC1
115,TRY-UNI-714a760b-20,2,2020-04-21 20:47:21,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
116,AAR-POS-d2a4d1df-15,4,2020-03-05 06:47:42,C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,10,2020-02-26 12:58:15,C1CCCCC1
117,BEN-DND-93268d01-8,2,2020-08-13 16:08:56,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
118,ALP-POS-c0c213c9-14,83,2020-07-24 01:51:35,CC(CC1CCCCC1)C(CC1CCCC1)C1CCC(C2CCCCC2)CC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-07-24 01:51:35,CC(CC1CCCCC1)C(CC1CCCC1)C1CCC(C2CCCCC2)CC1
119,JAN-GHE-83b26c96-11,2,2020-06-10 23:48:42,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
120,BAR-COM-4e090d3a-39,8,2020-04-21 20:02:37,CC(CC1CCCCC1)CC1CCCC(CC2CC(C)C2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,7,2020-04-21 20:02:37,CC(CC1CCCCC1)CC1CCCC(CC2CC(C)C2)C1
121,AAR-POS-d2a4d1df-16,4,2020-03-05 07:35:22,C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,10,2020-02-26 12:58:15,C1CCCCC1
122,EDJ-MED-a364e151-1,3,2020-08-13 16:38:09,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
123,TRY-UNI-714a760b-18,2,2020-04-23 13:00:16,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
124,MAT-POS-916a2c5a-2,6,2020-05-08 11:06:29,CC1CC2CCCCC2C(C(C)CCCCC2CCCCC2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,8,2020-05-08 11:06:29,CC1CC2CCCCC2C(C(C)CCCCC2CCCCC2)C1
125,DAR-DIA-23aa0b97-14,2,2020-07-10 06:21:31,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
126,JAN-GHE-83b26c96-22,2,2020-06-11 15:53:33,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
127,JAN-GHE-83b26c96-23,2,2020-06-11 19:33:26,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
128,JOR-UNI-2fc98d0b-6,41,2020-06-10 23:26:42,CC(CC1CCCCC1)C(CCC1CCCCC1)C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,2,2020-06-10 23:23:30,CC(CC1CCCCC1)C(CCC1CCCCC1)C1CCCCC1
129,EDJ-MED-6af13d92-3,6,2020-08-04 16:05:44,CC1CC2CCCCC2C(C(C)CCCCC2CCCCC2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,8,2020-05-08 11:06:29,CC1CC2CCCCC2C(C(C)CCCCC2CCCCC2)C1
130,ADA-UCB-6c2cb422-3,3,2020-08-13 18:06:51,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
131,AAR-POS-d2a4d1df-8,9,2020-02-27 06:10:24,C1CCC(CC2CCCC2)CC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,2,2020-02-27 05:57:58,C1CCC(CC2CCCC2)CC1
132,AAR-POS-d2a4d1df-7,9,2020-02-27 05:57:58,C1CCC(CC2CCCC2)CC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,2,2020-02-27 05:57:58,C1CCC(CC2CCCC2)CC1
133,RAL-MED-2de63afb-2,8,2020-06-11 16:27:17,CC(CC1CCCCC1)CC1CCCC(CC2CC(C)C2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,7,2020-04-21 20:02:37,CC(CC1CCCCC1)CC1CCCC(CC2CC(C)C2)C1
134,PET-UNK-1901c25b-1,165,2020-10-09 00:02:31,CC(CC1CCCC2CCCCC21)C(CC1CCCC1)C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-10-09 00:02:31,CC(CC1CCCC2CCCCC21)C(CC1CCCC1)C1CCCCC1
135,ALP-POS-c59291d4-2,14,2020-07-02 21:33:41,CC(CC1CCC2CCCCC21)C(CC1CCCC1)C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,5,2020-07-02 19:37:31,CC(CC1CCC2CCCCC21)C(CC1CCCC1)C1CCCCC1
136,JAN-GHE-83b26c96-2,2,2020-08-13 18:47:08,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
137,ERI-UCB-5b47150d-6,71,2020-08-13 17:32:55,CC(CC1CCCCC1)C1CC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-08-13 17:32:55,CC(CC1CCCCC1)C1CC1
138,ERI-UCB-a0b0dbcb-8,154,2020-10-15 15:47:54,CC1CC2CCCCC2C(C(C)C2CC(CC3CCCCC3)C2)C1.CC1CC2CCCCC2C(C(C)C2CC(CC3CCCCC3)C2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-10-15 15:47:54,CC1CC2CCCCC2C(C(C)C2CC(CC3CCCCC3)C2)C1.CC1CC2CCCCC2C(C(C)C2CC(CC3CCCCC3)C2)C1
139,JAN-GHE-5a013bed-2,10,2020-06-30 16:11:11,CC(CC1CCCCC1)CC1CCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,6,2020-06-30 16:11:11,CC(CC1CCCCC1)CC1CCC2CCCCC21
140,JAG-UCB-a3ef7265-23,2,2020-07-10 04:01:18,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
141,MAT-POS-c0143b99-1,13,2020-05-22 01:59:55,C1CCC(CCC2CCCCC2)CC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-05-22 01:59:55,C1CCC(CCC2CCCCC2)CC1
142,MAT-POS-bbbbc21a-3,68,2020-10-14 20:20:16,CC(CC1CCCC2CCCCC21)CC1CCCC2CCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-10-14 20:20:16,CC(CC1CCCC2CCCCC21)CC1CCCC2CCCC21
143,MAT-POS-f42f3716-6,168,2020-09-11 11:17:55,CC(CC1CCCCC1)CC1CCCC(C2CCCCC2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-09-11 11:17:55,CC(CC1CCCCC1)CC1CCCC(C2CCCCC2)C1
144,AAR-POS-d2a4d1df-12,127,2020-02-27 04:13:25,CC(CCCC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-02-27 04:13:25,CC(CCCC1CCCCC1)CC1CCCCC1
145,MAT-POS-590ac91e-11,4,2020-06-30 16:32:54,C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,10,2020-02-26 12:58:15,C1CCCCC1
146,JAG-UCB-cedd89ab-2,116,2020-08-13 16:28:55,C1CCC(CCCC2CCCC2)CC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-08-13 16:28:55,C1CCC(CCCC2CCCC2)CC1
147,ROB-IMP-e811baff-1,14,2020-10-09 00:12:52,CC(CC1CCC2CCCCC21)C(CC1CCCC1)C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,5,2020-07-02 19:37:31,CC(CC1CCC2CCCCC21)C(CC1CCCC1)C1CCCCC1
148,MAT-POS-590ac91e-23,57,2020-06-30 20:03:43,CC(CC1CCCCC1)CC1CC2CC2C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-06-30 20:03:43,CC(CC1CCCCC1)CC1CC2CC2C1
149,MAT-POS-1e5f28a7-1,2,2020-09-15 19:06:26,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
150,MAT-POS-590ac91e-25,123,2020-06-30 16:43:25,CC(CC1CCCCC1)CC12CCCC1C2,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-06-30 16:43:25,CC(CC1CCCCC1)CC12CCCC1C2
151,BEN-DND-93268d01-5,22,2020-08-13 16:32:03,CC(CCC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,4,2020-06-30 16:46:49,CC(CCC1CCCCC1)CC1CCCCC1
152,WIL-MOD-03b86a88-6,2,2020-10-08 22:29:03,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
153,BEN-DND-93268d01-7,22,2020-06-30 20:57:55,CC(CCC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,4,2020-06-30 16:46:49,CC(CCC1CCCCC1)CC1CCCCC1
154,DAR-DIA-842b4336-3,11,2020-04-21 22:10:54,CC(CC1CCCCC1)CC1CCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,7,2020-04-21 22:10:54,CC(CC1CCCCC1)CC1CCCC1
155,BAR-COM-0f94fc3d-58,2,2020-07-03 00:18:47,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
156,ADA-UNI-f8e79267-5,2,2020-06-11 15:50:29,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
157,EDG-MED-0da5ad92-21,11,2020-07-10 05:50:22,CC(CC1CCCCC1)CC1CCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,7,2020-04-21 22:10:54,CC(CC1CCCCC1)CC1CCCC1
158,MAT-POS-590ac91e-19,93,2020-06-30 22:16:51,CC(CC1CCCCC1)C1C2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-06-30 22:16:51,CC(CC1CCCCC1)C1C2CCCCC21
159,NAU-LAT-445f63e5-6,109,2020-07-02 18:50:45,CC(CC1CCCCC1)CC1(CC2CCCCC2)CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-07-02 18:50:45,CC(CC1CCCCC1)CC1(CC2CCCCC2)CCCCC1
160,RAL-MED-2de63afb-1,8,2020-06-11 17:59:37,CC(CC1CCCCC1)CC1CCCC(CC2CC(C)C2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,7,2020-04-21 20:02:37,CC(CC1CCCCC1)CC1CCCC(CC2CC(C)C2)C1
161,DAR-DIA-23aa0b97-6,2,2020-06-10 21:33:49,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
162,MAT-POS-f7918075-5,3,2020-09-15 19:28:11,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
163,AAR-POS-d2a4d1df-9,126,2020-02-27 07:11:50,CC(CCC1CCCC1)CC1CC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-02-27 07:11:50,CC(CCC1CCCC1)CC1CC1
164,JAN-GHE-83b26c96-9,2,2020-06-11 16:39:23,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
165,MAT-POS-044491d2-1,133,2020-10-08 23:10:18,CC(CC1CCCCC1)CC1CCCC(CC2CCCC2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-10-08 23:10:18,CC(CC1CCCCC1)CC1CCCC(CC2CCCC2)C1
166,ALP-POS-6d04362c-2,33,2020-11-27 14:12:41,CC(CC1CCC2CCCCC21)C(CC1CCCCC1)C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,3,2020-11-20 03:41:28,CC(CC1CCC2CCCCC21)C(CC1CCCCC1)C1CCCCC1
167,CHO-MSK-00c5269a-2,33,2020-11-20 03:41:28,CC(CC1CCC2CCCCC21)C(CC1CCCCC1)C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,3,2020-11-20 03:41:28,CC(CC1CCC2CCCCC21)C(CC1CCCCC1)C1CCCCC1
168,MAR-UCB-f313ec4d-6,144,2020-10-09 00:25:42,CC(C1CCC(C2CCCCC2)CC1)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-10-09 00:25:42,CC(C1CCC(C2CCCCC2)CC1)C1CCCC2CCCCC21
169,MIC-UNK-66895286-1,11,2020-09-15 20:39:03,CC(CC1CCCCC1)CC1CCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,7,2020-04-21 22:10:54,CC(CC1CCCCC1)CC1CCCC1
170,TAT-ENA-80bfd3e5-4,147,2020-09-25 22:53:35,CC(C1CCCCC1)C1CCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-09-25 22:53:35,CC(C1CCCCC1)C1CCC2CCCCC21
171,EDJ-MED-e4b030d8-13,1,2020-11-20 04:40:42,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
172,MAT-POS-044491d2-3,56,2020-11-20 05:37:53,CC(CC1CCCCC1)CC1CCCC(CC2CC2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-11-20 05:37:53,CC(CC1CCCCC1)CC1CCCC(CC2CC2)C1
173,MAT-POS-199e2e7c-1,24,2020-10-15 14:55:31,CC(CC1CCCCC1)CC1CCCC2CCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,4,2020-08-13 17:02:40,CC(CC1CCCCC1)CC1CCCC2CCCC21
174,ERI-UCB-a0b0dbcb-9,86,2020-10-15 17:01:03,CC1CC2CCCCC2C(C(C)C2CC(CC3CCCCC3)C2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-10-15 17:01:03,CC1CC2CCCCC2C(C(C)C2CC(CC3CCCCC3)C2)C1
175,MAT-POS-3b92565d-1,3,2020-09-25 22:23:53,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
176,ALP-POS-cd485364-2,20,2020-11-20 04:30:19,CC(CC1CCCCC1)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,4,2020-07-10 04:34:09,CC(CC1CCCCC1)C1CCCC2CCCCC21
177,MAT-POS-bb423b95-2,3,2020-09-15 20:35:28,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
178,MAT-POS-f7918075-8,24,2020-10-08 22:28:38,CC(CC1CCCCC1)CC1CCCC2CCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,4,2020-08-13 17:02:40,CC(CC1CCCCC1)CC1CCCC2CCCC21
179,MAT-POS-044491d2-7,2,2020-12-01 19:26:08,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
180,EDJ-MED-6af13d92-2,6,2020-08-04 15:29:16,CC1CC2CCCCC2C(C(C)CCCCC2CCCCC2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,8,2020-05-08 11:06:29,CC1CC2CCCCC2C(C(C)CCCCC2CCCCC2)C1
181,ALP-POS-0c2c77e1-1,87,2020-09-16 13:37:49,CC(CC1CCCCC1)CC1CCCCC1C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-09-16 13:37:49,CC(CC1CCCCC1)CC1CCCCC1C1CCCCC1
182,MAR-UCB-f313ec4d-2,94,2020-10-09 00:26:20,CC(CCCCC1CCCCC1)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-10-09 00:26:20,CC(CCCCC1CCCCC1)C1CCCC2CCCCC21
183,EDG-MED-0da5ad92-5,2,2020-09-15 20:58:07,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
184,EDJ-MED-50fe53e8-1,3,2020-09-15 19:47:32,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
185,MAT-POS-bfb445d4-2,10,2020-10-09 00:02:46,CC(CC1CCCCC1)CC1CCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,6,2020-06-30 16:11:11,CC(CC1CCCCC1)CC1CCC2CCCCC21
186,ANT-DIA-62e4526e-1,49,2020-11-20 04:34:35,CC(CC1CCC2CCCCC21)C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,2,2020-03-05 13:28:50,CC(CC1CCC2CCCCC21)C1CCCCC1
187,MAT-POS-5d20d11c-1,4,2020-10-08 20:38:52,C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,10,2020-02-26 12:58:15,C1CCCCC1
188,PET-UNK-e44ffd04-1,10,2020-10-15 15:45:41,CC(CC1CCCCC1)CC1CCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,6,2020-06-30 16:11:11,CC(CC1CCCCC1)CC1CCC2CCCCC21
189,PET-UNK-3c72d439-1,3,2020-10-09 00:26:15,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
190,TRY-UNI-2eddb1ff-8,8,2020-09-25 21:11:57,CC(CC1CCCCC1)CC1CCCC(CC2CC(C)C2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,7,2020-04-21 20:02:37,CC(CC1CCCCC1)CC1CCCC(CC2CC(C)C2)C1
191,MIC-UNK-66895286-3,11,2020-09-11 10:27:43,CC(CC1CCCCC1)CC1CCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,7,2020-04-21 22:10:54,CC(CC1CCCCC1)CC1CCCC1
192,ALP-POS-6d04362c-1,33,2020-11-27 14:03:54,CC(CC1CCC2CCCCC21)C(CC1CCCCC1)C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,3,2020-11-20 03:41:28,CC(CC1CCC2CCCCC21)C(CC1CCCCC1)C1CCCCC1
193,MAT-POS-590ac91e-17,4,2020-09-11 11:10:11,C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,10,2020-02-26 12:58:15,C1CCCCC1
